CustomerID;CustomerName;ContactFirstName;ContactLastName;ContactTitle;ContactPosition;LastYearsSales;Address1;Address2;City;Region;Country;PostalCode;Email;WebSite;Phone;Fax
34;Off_the_Mountain_Biking;Laurie;Lee-Johnson;Ms;Sales_Manager;25000;192_St._Luke_Boulevard;Suite_1724;Irvine;CA;USA;92725;Lee-Johnson@bss.com;http://www.crystaldecisions.com;714-450-3622;714-450-9776
35;Mad_Mountain_Bikes;Tracy;Hanna;Miss;Sales_Representative;35009;1995_Melbourne_Street;Suite_2813;Nampa;ID;USA;83683;Hanna@galaxy.com;http://www.crystaldecisions.com;208-893-5874;208-893-2316
36;Road_Runners_Paradise;Julia;Jackson;Mrs;Sales_Representative;20747;1053_Adelaide_Street;Ingen;Kingston;RI;USA;2880;Jackson@mindong.com;http://www.crystaldecisions.com;401-788-3133;401-788-9590
37;Has_Been_Bikes_(consignment);Jane;Fasan;Ms;Sales_Agent;300;5307_Victoria_Avenue;Ingen;Kingston;RI;USA;2827;Fasan@aic.com;http://www.crystaldecisions.com;401-788-2853;401-7889494
38;Tyred_Out;Donald;Edwards;Mr;Owner;18126;3687_Kerrisdale_Street;Suite_2115;Santa_Ana;CA;USA;92721;Edwards@ccsp.com;http://www.crystaldecisions.com;714-751-5999;714-751-3440
39;Wheels_Inc;Stacy;Bodnar;Mrs;Sales_Representative;21642;7044_King_Georfe_Street;Suite_717;Des_Moines;IA;USA;50356;Bodnar@newpeople.com;http://www.crystaldecisions.com;515-237-9667;515-237-0461
40;Cyclist´s_Trail_Co;Alexa;Quartermaine;Miss;Sales_Manager;15938;4122_Panorama_Place;Suite_2807;Sterling_Heights;MI;USA;48320;Quartermaine@globebike.com;http://www.crystaldecisions.com;810-939-0489;810-939-1611
41;Deals_on_Wheels;Ron;Cunningham;Mr;Sales_Manager;11717;6073_Cambie_Court;Suite_1214;DeKalb;IL;USA;60153;Cunningham@haonannu.com;http://www.crystaldecisions.com;815-756-7678;815-756-4293
42;Rad_Bikes;Jerry;Esler;Mr;Sales_Agent;41955;8217_Prince_Edward_Place;Ingen;Tualatin;OR;USA;97068;Esler@yuexiu.com;http://www.crystaldecisions.com;503-647-4484;503-647-1117
43;Insane_Cycle;Nadine;Scott;Miss;Owner;8000;5198_Argus_Place;Ingen;Conshohocken;PA;USA;19442;Scott@jinjing.com;http://www.crystaldecisions.com;610-941-9254;610-941-1070
44;Our_Wheels_Follow_Us_Everywhere;Robert;Walter;Mr;Sales_Manager;38171;1544_Venus_Court;Ingen;DeKalb;IL;USA;60148;Walter@pedales.com;http://www.crystaldecisions.com;815-756-6823;815-756-6831
45;Cycles_and_Sports;Zachary;Barbera;Mr;Owner;38199;2290_Cambie_Street;Suite_1025;Vancouver;BC;Canada;V6G_4V3;Barbera@bsj.com;http://www.crystaldecisions.com;604-685-0019;604-685-8514
46;Backpedal_Cycle_Shop;Joe;Lee;Mr;Owner;25162;743_Three_Rivers_Way;Suite_2214;Philadelphia;PA;USA;19178;Lee@praguesports.com;http://www.crystaldecisions.com;215-928-1876;215-928-1120
47;Karma_Bikes;Kim;Karl;Mr;Sales_Manager;9000;1516_Ohio_Avenue;Suite_2621;Blacklick;OH;USA;43092;Karl@csc.com;http://www.crystaldecisions.com;614-759-1164;614-759-0518
48;Mountain_Madmen_Bicycles;Andrew;Dong;Mr;Sales_Manager;28191;9001_Metro_Way;Suite_2010;Hightstown;NJ;USA;8513;Dong@rdsd.com;http://www.crystaldecisions.com;609-426-7758;609-426-3302
49;Rocky_Roadsters;Cindy;Forester;Ms;Sales_Associate;28682;1430_Hastings_Boulevard;Ingen;Conshohocken;PA;USA;19440;Forester@sel.com;http://www.crystaldecisions.com;610-941-1921;610-941-0696
50;Crazy_Wheels;Davy;Douglas;Mr;Sales_Associate;38281;8766_Glenaire_Way;Ingen;Port_Coquitlam;BC;Canada;V3C_2Y8;Douglas@cairobicycles.com;http://www.crystaldecisions.com;604-941-5469;604-941-1976
51;Biking´s_It_Industries;Katie;Cronin;Mrs;Sales_Representative;30349;4643_Camstock_Avenue;Ingen;Burnaby;BC;Canada;V5C_7Z1;Cronin@extercycle.com;http://www.crystaldecisions.com;604-298-4841;604-298-0157
52;Bikes,_Bikes,_and_More_Bikes;Janice;Pierson;Miss;Sales_Agent;25379;3952_Main_Street;Ingen;Des_Moines;IA;USA;50344;Pierson@lifecycle.com;http://www.crystaldecisions.com;515-237-8975;515-237-4093
53;Rough_Terrain;Matt;Trent;Mr;Sales_Associate;37489;1502_Nelson_Way;Suite_805;Madison;WI;USA;53730;Trent@westerly.com;http://www.crystaldecisions.com;608-273-6250;608-273-1699
54;Cyclopath;Scott;Mueller;Mr;Sales_Agent;38493;647_Panorama_Crescent;Suite_107;Kingston;RI;USA;2816;Mueller@donview.com;http://www.crystaldecisions.com;401-788-2360;401-788-8808
55;Tandem_Cycle;Gordon;Bell;Mr;Sales_Agent;29404;7040_Park_Place;Suite_1407;Nampa;ID;USA;83650;Bell@tomsbikes.com;http://www.crystaldecisions.com;208-893-0312;208-893-3282
56;On_The_Edge_Cyclery;Douglas;McDougall;Mr;Owner;9751;2145_Boardwalk;Suite_1214;Kingston;RI;USA;2896;McDougall@mks.com;http://www.crystaldecisions.com;401-788-7227;401-788-5215
57;Tek_Bikes;Elizabeth;Kawa;Miss;Sales_Agent;301568;8018_Meacon_Crescent;Suite_2607;Philadelphia;PA;USA;19144;Kawa@wheel.com;http://www.crystaldecisions.com;215-928-6658;215-928-4038
58;Making_Tracks;Rosie;Forbes;Mrs;Sales_Associate;32250;5511_Ocean_Road;Ingen;Concord;MA;USA;1767;Forbes@greatoutdoors.com;http://www.crystaldecisions.com;508-287-1664;508-287-2802
59;The_Biker´s_Path;Donna;Marshall;Miss;Sales_Agent;29037;3519_Beacon_Avenue;Suite_2909;DeKalb;IL;USA;60152;Marshall@bbs.com;http://www.crystaldecisions.com;815-756-4084;815-756-9795
60;Bikes_for_Tykes;Dave;Elkins;Mr;Sales_Manager;1800;7949_Elm_Boulevard;Suite_3012;Vancouver;BC;Canada;V6E_2S5;Elkins@picadillycycle.com;http://www.crystaldecisions.com;604-681-9443;604-681-5300
61;Benny_-_The_Spokes_Person;Caitlin;Jones;Miss;Sales_Agent;6092;1020_Oak_Way;Suite_1711;Huntsville;AL;USA;35861;Jones@lifecycle.com;http://www.crystaldecisions.com;205-430-3670;205-430-6031
62;Bike_Shop_from_Mars;John;MacCloud;Mr;Sales_Manager;25873;7071_Dundas_Crescent;Suite_1730;Newbury_Park;CA;USA;91338;MacCloud@hitdirt.com;http://www.crystaldecisions.com;805-375-0110;805-375-6707
63;Feel_Great_Bikes_Inc;Craig;Jacobson;Mr;Sales_Representative;40944;3015_Delta_Place;Suite_2601;Eden_Prairie;MN;USA;55367;Jacobson@sunrise.com;http://www.crystaldecisions.com;612-947-1362;612-947-3253
64;SAB_Mountain;Claus;Main;Mr;Owner;401000;Hauptstr._29;Ingen;Bern;Cantons;Switzerland;CH-3006;Main@sourceone.com;http://www.crystaldecisions.com;41_45-207-65-45;41_045-207-65-46
65;Platou_Sport;Jonas;Bergulfsen;Mr;Owner;201000;Erling_Skakkes_gate_78;Ingen;Stavanger;Rogaland;Norway;N-3290;Bergulfsen@helsinkibicycle.com;http://www.crystaldecisions.com;47-22-323-023;47-22-356-442
66;Piccolo;Georg;Pipps;Mr;Sales_Manager;201000;Geislweg_14;Ingen;Salzburg;Salzkammergut;Austria;A-5020;Pipps@lillevtt.com;http://www.crystaldecisions.com;43-662-972262;43-62-972345
67;Paris_Mountain_Sports;Marie;Bertrand;Mrs;Owner;300000;265,_boulevard_Charonne;Ingen;Paris;Ile_de_France;France;75012;Bertrand@toulousevelos.com;http://www.crystaldecisions.com;33-4-92-72-04-89;33-4-92-72-04-98
68;Magazzini;Giovanni;Rovelli;Mr;Sales_Manager;201000;Via_Ludovico_il_Moro_22;Suite_25;Bergamo;Lombardia;Italy;24100;Rovelli@sportscenterville.com;http://www.crystaldecisions.com;39-81-9444-0922;39-81-9444-0934
69;Furia;Lino;Rodriguez;Mr;Sales_Manager;201000;Jardim_das_rosas_n._32;Ingen;Lisbon;Lisbon;Portugal;1900;Rodriguez@lourdessport.com;http://www.crystaldecisions.com;351-1-35-42-534;351-1-35-42-566
70;Folk_och_fä_HB;Marie;Larsson;Mrs;Owner;201000;Åkergatan_24;Ingen;Bräcke;Jaemtland;Sweden;S-844_67;Larsson@parismountain.com;http://www.crystaldecisions.com;069-53-46721;069-53-46133
71;BBS_Pty;Victoria;Ashworth;Miss;Sales_Representative;500000;45_Fauntleroy_Circus;Ingen;London;Greater_London;England;EC2_5NT;Ashworth@gagnersports.com;http://www.crystaldecisions.com;44-171-551-1212;44-171-551-1321
72;Cycle_City_Rome;Paolo;Accorti;Mr;Sales_Representative;201000;Via_Monte_Bianco_34;Ingen;Torino;Piedmonte;Italy;10100;Accorti@francesports.com;http://www.crystaldecisions.com;39-2-4242-4995;39-2-4242-4999
73;Tienda_de_Bicicletas_El_Pardo;Alejandra;Camino;Ms;Sales_Manager;201000;Gran_Vía,_1;Ingen;Madrid;Madrid;Spain;28001;Camino@sportsbeaucharmp.com;http://www.crystaldecisions.com;34-91-7456200;34-91-7456210
74;Fahrkraft_Räder;Sven;Hoffman;Mr;Sales_Representative;500000;Heinrich-Held-Str._190;Ingen;Bonn;Nordrhein-Westfalen;Germany;D-53001;Hoffman@centresportif.com;http://www.crystaldecisions.com;49-0777-9042-53;49-0777-9042-10
75;Belgium_Bike_Co;Pierre;Renault;Mr;Sales_Representative;200000;Auguste_Demaeghtlaan_9823;Ingen;Brussels;Brussels;Belgium;47899;Renault@calaiscyclisme.com;http://www.crystaldecisions.com;32-3-390-893;32-3-390-801
76;Canal_City_Cycle;Sven;Vandervoort;Mr;Sales_Agent;100000;13300_Damrak_Street;Suite_2210;Amsterdam;Noord_Holland;Netherlands;NL-1076;Vandervoort@velosbasse.com;http://www.crystaldecisions.com;31-20-4043-4011;31-20-4043-4788
77;Warsaw_Sports,_Inc;Pavel;Ropoleski;Mr;Owner;100000;ul._Nowogrodzka_94/96;Ingen;Warsaw;Warsaw;Poland;02-537;Ropoleski@bicyclettedunord.com;http://www.crystaldecisions.com;48-12-2323-2995;48-12-2323-2934
78;Greenlane_Bicycles;Hank;Binford;Mr;Sales_Representative;90000;41_King_Street;Ingen;Dublin;Dublin;Ireland;;Binford@boedeauxsports.com;http://www.crystaldecisions.com;353-03-9443-4343;353-03-9443-4334
79;Helsinki_Bicycle;Klaus;Fostell;Mr;Owner;669;Kalevankatu_346;Ingen;Helsinki;Uusimaa;Finland;4344;Fostell@sudcycles.com;http://www.crystaldecisions.com;358-9-2433-0332;358-9-2433-0337
80;France_Sports;Claude;Houle;Mr;Sales_Representative;7544;95,_rue_de_la_Fontaine;Ingen;Cherbourg;Basse_Normandie;France;50100;Houle@velosbernard.com;http://www.crystaldecisions.com;33-2-10-39-34-89;33-2-10-39-34-33
81;Centre_Sportif_Cherbourg;Georges;Lasalle;Mr;Sales_Manager;16113;918,_rue_Belle-vue;Ingen;Le_Havre;Haute_Normandie;France;76610;Lasalle@bmx.com;http://www.crystaldecisions.com;33-2-32-49-58-05;33-2-32-49-58-33
82;Vélos_Basse_Normandie;Marc;Gaucher;Mr;Owner;1074;75,_rue_Haute;Ingen;Caen;Basse_Normandie;France;14000;Gaucher@sportsfrance.com;http://www.crystaldecisions.com;33-2-32-93-03-07;33-2-32-93-03-10
83;Calais_Cyclisme;Michelle;Laviolette;Mrs;Owner;1800;7,_rue_du_Cimetiere;Ingen;Calais;Nord_Pas-de-Calais;France;62100;Laviolette@sportsalsace.com;http://www.crystaldecisions.com;33-2-63-07-93-01;33-2-63-07-93-01
84;Lille_VTT;Suzanne;LeClair;Ms;Sales_Manager;3372;165,_rue_de_l´Eglise;Ingen;Lille;Nord_Pas-de-Calais;France;59000;LeClair@centresportif.com;http://www.crystaldecisions.com;33-2-59-50-30-21;33-2-59-50-30-22
85;Bicyclette_du_Nord;Elise;Marchand;Ms;Owner;8820;16,_rue_des_Chevaliers;Ingen;Arras;Nord_Pas-de-Calais;France;62000;Marchand@velosemile.com;http://www.crystaldecisions.com;33-2-11-98-87-34;33-2-11-98-87-39
86;Sports_4-Saisons;Manon;Pedneault;Ms;Owner;1191;402,_rue_Prince_Geroges;Bâtiment_B;Dunkerque;Nord_Pas-de-Calais;France;59140;Pedneault@laplace.com;http://www.crystaldecisions.com;33-2-33-09-02-76;33-2-33-09-02-72
87;La_Place;Jules;Davignion;Mr;Sales_Representative;1612;42,_rue_de_l´Eurpoe;Ingen;Rouen;Haute_Normandie;France;76100;Davignion@velosferrier.com;http://www.crystaldecisions.com;33-2-23-40-20-04;33-2-23-40-23-90
88;Vélos_Emile;Emile;Laroche;Mr;Sales_Manager;4367;56,_rue_des_Foyers;Ingen;Amiens;Picardie;France;80080;Laroche@auvergnebicross.com;http://www.crystaldecisions.com;33-2-25-30-39-30;33-2-25-30-32-00
89;Centre_Sportif_Delormier;Réal;Delormier;Mr;Owner;6714;40,_avenue_Bernard;Ingen;Metz;Lorraine;France;57050;Delormier@sportsfontainebleau.com;http://www.crystaldecisions.com;33-3-77-93-38-99;33-3-77-93-38-10
90;Sports_Alsace;Thomas;Monpetit;Mr;Sales_Manager;52788;11,_rue_Clemenceau;2ème_étage;Strasbourg;Alsace;France;67100;Monpetit@orleansvtt.com;http://www.crystaldecisions.com;33-3-29-92-29-29;33-3-29-92-29-31
91;Vélos_Ferrier;Veronique;Ferrier;Mrs;Owner;2230;187,_rue_de_l´Ecole;Ingen;Chartres;Centre;France;28000;Ferrier@dijonsudvelos.com;http://www.crystaldecisions.com;33-4-94-56-53-90;33-4-94-62-33-90
92;Sports_Fontainebleau;Anne;DuPont;Ms;Owner;3131;8,_rue_des_Romains;Ingen;Fontainebleau;Île-de-France;France;77300;DuPont@mulhousevelos.com;http://www.crystaldecisions.com;33-1-73-03-47-93;33-1-73-03-47-93
93;BMX_Orléans;Celeste;Oulette;Miss;Sales_Representative;5439;37,_rue_du_Bois;Ingen;Orléans;Centre;France;45100;Oulette@bicyclettebourgesnord.com;http://www.crystaldecisions.com;33-2-64-87-66-88;33-2-64-87-66-90
94;Orléans_VTT;Christophe;Jolicoeur;Mr;Sales_Manager;6656;53,_rue_St-Paul;Ingen;Troyes;Champagne-Ardenne;France;10000;Jolicoeur@vtt.com;http://www.crystaldecisions.com;33-1-34-44-76-01;33-1-34-44-76-05
95;Dijon_Sud_Vélos;Suzette;Ganger;Ms;Sales_Manager;1149;82,_chemin_des_Champs;Ingen;Dijon;Bourgogne;France;21000;Ganger@arsenault.com;http://www.crystaldecisions.com;33-3-55-04-05-09;33-3-55-04-05-33
96;Mulhouse_Vélos;Vincent;de_la_Montagne;Mr;Owner;5360;4_avenue_de_la_Liberation;Ingen;Mulhouse;Alsace;France;68100;de_la_Montagne@centrepoirot.com;http://www.crystaldecisions.com;33-4-32-00-98-87;33-4-32-00-98-88
97;Bicyclette_Bourges_Nord;Rejean;Lallier;Mr;Owner;2099;79,_avenue_de_la_Gare;Ingen;Bourges;Centre;France;18000;Lallier@sports4saisons.com;http://www.crystaldecisions.com;33-4-10-92-09-09;33-4-10-92-09-33
98;VTT_La_Rochelle;Jean;Larouche;Mr;Sales_Manager;1080;41,_rue_de_Lormier;Ingen;La_Rochelle;Poitou_Charentes;France;17000;Larouche@berlinbiking.com;http://www.crystaldecisions.com;33-3-54-92-84-98;33-3-54-92-84-34
99;Bordeaux_Sports;Gerard;LePage;Mr;Sales_Representative;534;120,_avenue_des_Pins;Ingen;Bordeaux;Aquitaine;France;33100;LePage@bergtrails.com;http://www.crystaldecisions.com;33-5-34-42-94-09;33-5-34-42-94-22
100;Arsenault_et_Maurier;Gaston;Arsenault;Mr;Sales_Representative;12536;40,_rue_St-Charles;Ingen;Clermont-Ferrand;Auvergne;France;63000;Arsenault@fahrkraftrader.com;http://www.crystaldecisions.com;33-4-22-90-45-90;33-4-22-90-45-33
101;Auvergne_Bicross;Yolande;Lafleur;Ms;Sales_Manager;5180;43,_rue_des_Arbres;Ingen;Vichy;Auvergne;France;3200;Lafleur@hamburgrader.com;http://www.crystaldecisions.com;33-1-22-03-50-90;33-1-22-03-53-85
102;Centre_Poirot;Julie-Anne;Poirot;Mrs;Owner;3654;10,_rue_Principale;9ème_étage;Lyon;Rhône-Alpes;France;69009;Poirot@dortmondrad.com;http://www.crystaldecisions.com;33-4-11-19-10-49;33-4-11-19-10-57
103;Sports_France;Gétan;Faucher;Mr;Owner;6589;40,_rue_de_la_Chapelle;Ingen;Grenoble;Rhône-Alpes;France;38000;Faucher@offroadbike.com;http://www.crystaldecisions.com;33-4-22-40-09-02;33-4-22-40-09-33
104;Sud_Cycles;Annette;Denault;Ms;Owner;68001;34,_rue._du_Moulin;Ingen;St._Etienne;Rhône-Alpes;France;42007;Denault@leipzigfreiheit.com;http://www.crystaldecisions.com;33-1-53-03-05-08;33-1-53-03-05-24
105;Toulouse_Vélos;Jean-Paul;Voltaire;Mr;Sales_Manager;46480;63,_rue_de_Soleuvre;Ingen;Toulouse;Midi-Pyrénées;France;31100;Voltaire@superbike.com;http://www.crystaldecisions.com;33-5-21-07-45-97;33-5-21-07-45-98
106;Sports_Centre-ville;Louise;Lacasse;Ms;Sales_Representative;65005;11,_boulevard_Henri;Ingen;Montpellier;Languedoc-Roussillon;France;34000;Lacasse@athensbicycle.com;http://www.crystaldecisions.com;33-4-23-44-09-98;33-4-23-44-09-31
107;Lourdes_Sports;Henri;De_Montigny;Mr;Sales_Manager;53370;54,_avenue_Pierre;Ingen;Lourdes;Aquitaine;France;65100;De_Montigny@eastbudapestsports.com;http://www.crystaldecisions.com;33-5-92-28-02-33;33-5-92-28-02-38
108;Gagner_Sports;Claude;Antoine;Mr;Sales_Representative;5155;71,_rue_du_Chateau;Ingen;Marseille;Provence-Alpes-Côte_d’Azur;France;13010;Antoine@indiacycle.com;http://www.crystaldecisions.com;33-4-92-03-77-03;33-4-92-03-77-44
109;Vélos_Bernard;Marie;Cloutier;Ms;Owner;8934;145,_rue_Francois;Ingen;Toulon;Provence-Alpes-Côte_d’Azur;France;83000;Cloutier@jakartasunrise.com;http://www.crystaldecisions.com;33-4-55-56-58-00;33-4-55-56-59-90
110;Sports_Beauchamp;Daniel;Beauchamp;Mr;Sales_Manager;9557;81,_rue_des_Roses;Ingen;Cannes;Provence-Alpes-Côte_d’Azur;France;6400;Beauchamp@hillcrestcycle.com;http://www.crystaldecisions.com;33-4-22-58-68-40;33-4-22-58-68-41
111;Bikefest;Stan;Delaware;Mr;Sales_Agent;5880;4301_President_Way;4th_Floor;Little_Rock;AR;USA;72206;Delaware@greenlane.com;http://www.crystaldecisions.com;520-990-8264;520-990-8260
112;Biking_and_Hiking;Ukariah;Jonstone;Mr;Owner;66;76_Palm_Drive;Ingen;Phoenix;AZ;USA;85018;Jonstone@dublincycle.com;http://www.crystaldecisions.com;520-710-1010;520-605-8914
113;Bicycle_Races;Seth;Smithers;Mr;Owner;660;3100_West_Cactus_Drive;14th_Floor;Tempe;AZ;USA;85234;Smithers@teavivoutdoors.com;http://www.crystaldecisions.com;602-494-2992;602-494-3992
114;Fred´s_Bikes;Fred;Danforth;Mr;Owner;7874;4104_Summit_Boulevard;Ingen;Denver;CO;USA;80237;Danforth@magazzini.com;http://www.crystaldecisions.com;303-556-2030;303-556-3030
115;Phil´s_Bikes;Phil;Franklyn;Mr;Owner;27;31_Government_Street;Ingen;Concord;CT;USA;5667;Franklyn@bresciamountainers.com;http://www.crystaldecisions.com;860-479-0191;860-450-1030
116;Colin´s_Bikes;Colin;White;Mr;Sales_Agent;41;30988_Federal_Way;Ingen;Washington;DC;USA;20011;White@milanobike.com;http://www.crystaldecisions.com;202-975-1567;202-979-1200
117;Barry´s_Bikes;Barry;Wilcox;Mr;Owner;34;2099_East_57th_Avenue;Ingen;Dover;DE;USA;19850;Wilcox@cyclerome.com;http://www.crystaldecisions.com;302-310-1010;302-310-1016
118;Tony´s_Better_Bikes;Anthony;Weatherhead;Mr;Owner;2735;320_Oliver_Avenue_East;Ingen;Atlanta;GA;USA;30337;Weatherhead@islandbike.com;http://www.crystaldecisions.com;678-381-9020;678-382-0404
